0.01 0.01563163
0.01023293 0.01576079
0.01047129 0.01589846
0.01071519 0.01604522
0.01096478 0.01620169
0.01122018 0.01636852
0.01148154 0.0165464
0.01174898 0.01673607
0.01202264 0.01693834
0.01230269 0.01715404
0.01258925 0.01738408
0.0128825 0.01762944
0.01318257 0.01789113
0.01348963 0.01817026
0.01380384 0.018468
0.01412538 0.0187856
0.0144544 0.01912441
0.01479108 0.01948585
0.01513561 0.01987143
0.01548817 0.02028278
0.01584893 0.02072163
0.0162181 0.02118982
0.01659587 0.02168931
0.01698244 0.02222221
0.01737801 0.02279072
0.01778279 0.02339724
0.01819701 0.02404427
0.01862087 0.02473451
0.01905461 0.02547079
0.01949845 0.02625616
0.01995262 0.02709385
0.02041738 0.02798725
0.02089296 0.02893999
0.02137962 0.0299559
0.02187762 0.03103905
0.02238721 0.03219373
0.02290868 0.03342446
0.02344229 0.03473604
0.02398833 0.03613351
0.02454709 0.03762218
0.02511886 0.03920762
0.02570396 0.0408957
0.02630268 0.04269256
0.02691535 0.04460463
0.02754229 0.0466386
0.02818383 0.04880149
0.02884032 0.05110057
0.02951209 0.05354339
0.03019952 0.05613781
0.03090295 0.0588919
0.03162278 0.06181403
0.03235937 0.06491276
0.03311311 0.06819691
0.03388442 0.07167546
0.03467369 0.07535754
0.03548134 0.07925241
0.03630781 0.0833694
0.03715352 0.08771783
0.03801894 0.09230697
0.03890451 0.09714594
0.03981072 0.1022436
0.04073803 0.1076086
0.04168694 0.1132488
0.04265795 0.1191718
0.04365158 0.1253843
0.04466836 0.1318921
0.04570882 0.1387002
0.04677351 0.1458122
0.04786301 0.1532306
0.04897788 0.1609564
0.05011872 0.1689891
0.05128614 0.1773266
0.05248075 0.185965
0.05370318 0.1948986
0.05495409 0.20412
0.05623413 0.2136199
0.05754399 0.2233872
0.05888437 0.2334093
0.06025596 0.2436727
0.0616595 0.2541628
0.06309573 0.264865
0.06456542 0.2757653
0.06606934 0.2868507
0.0676083 0.2981102
0.0691831 0.3095347
0.07079458 0.3211174
0.0724436 0.3328531
0.07413102 0.3447374
0.07585776 0.3567658
0.07762471 0.3689329
0.07943282 0.3812312
0.08128305 0.3936505
0.08317638 0.4061772
0.0851138 0.4187934
0.08709636 0.431475
0.08912509 0.4441925
0.09120108 0.4569107
0.09332543 0.4695923
0.09549926 0.4822029
0.09772372 0.494719
0.1 0.5071335
0.1023293 0.5194572
0.1047129 0.5317117
0.1071519 0.5439179
0.1096478 0.5560813
0.1122018 0.568183
0.1148154 0.5801788
0.1174898 0.5920036
0.1202264 0.6035814
0.1230269 0.6148332
0.1258925 0.6256842
0.128825 0.6360697
0.1318257 0.6459356
0.1348963 0.6552388
0.1380384 0.6639512
0.1412538 0.6720661
0.144544 0.6795996
0.1479108 0.686585
0.1513561 0.6930578
0.1548817 0.6990301
0.1584893 0.7044693
0.162181 0.7093192
0.1659587 0.7135432
0.1698244 0.7171144
